CATCHMENT,YEAR.1,WEEK,WEEKLY RATE
New York - Rochester,2016,48,0
Utah,2016,48,0.6
Michigan,2016,48,0
New Mexico,2016,48,0.2
Minnesota,2016,48,0.2
Ohio,2016,48,0.2
Tennessee,2016,48,0.2
Georgia,2016,49,0.4
Colorado,2016,49,0.7
Oregon,2016,49,1.7
Maryland,2016,49,0.3
Connecticut,2016,49,0.5
New York - Albany,2016,49,0.1
California,2016,49,1.6
New York - Rochester,2016,49,0.4
Utah,2016,49,0.6
Michigan,2016,49,0.2
New Mexico,2016,49,0.2
Minnesota,2016,49,0.1
Ohio,2016,49,0.3
Tennessee,2016,49,0.2
Georgia,2016,50,0.4
Colorado,2016,50,0.8
Oregon,2016,50,2.4
Maryland,2016,50,0.5
Connecticut,2016,50,0.6
New York - Albany,2016,50,0.3
California,2016,50,1.8
New York - Rochester,2016,50,0.4
Utah,2016,50,2.3
Michigan,2016,50,0.2
New Mexico,2016,50,0
Minnesota,2016,50,0.2
Ohio,2016,50,0.2
Tennessee,2016,50,0.4
Georgia,2016,51,1.2
Colorado,2016,51,1.6
Oregon,2016,51,5.2
Maryland,2016,51,0.8
Connecticut,2016,51,1.2
New York - Albany,2016,51,0.8
California,2016,51,3.5
New York - Rochester,2016,51,1.1
Utah,2016,51,4.1
Michigan,2016,51,0
New Mexico,2016,51,0.3
Minnesota,2016,51,0.3
Ohio,2016,51,0.3
Tennessee,2016,51,0.8
Georgia,2016,52,1.6
Colorado,2016,52,2.2
Oregon,2016,52,11.3
Maryland,2016,52,1.5
Connecticut,2016,52,2.2
New York - Albany,2016,52,1.2
California,2016,52,7.9
New York - Rochester,2016,52,3.9
Utah,2016,52,7.4
Michigan,2016,52,0.5
New Mexico,2016,52,0.7
Minnesota,2016,52,0.8
Ohio,2016,52,0.8
Tennessee,2016,52,2.1
Georgia,2017,1,2
Colorado,2017,1,3.6
Oregon,2017,1,12.7
Maryland,2017,1,1.8
Connecticut,2017,1,2.8
New York - Albany,2017,1,2.1
California,2017,1,12.3
New York - Rochester,2017,1,3
Utah,2017,1,7.3
Michigan,2017,1,0.6
New Mexico,2017,1,0.8
Minnesota,2017,1,1.1
Ohio,2017,1,1.5
Tennessee,2017,1,1.1
Georgia,2017,2,1.9
Colorado,2017,2,3
Oregon,2017,2,11.6
Maryland,2017,2,1.2
Connecticut,2017,2,3.8
New York - Albany,2017,2,2.6
California,2017,2,10.8
New York - Rochester,2017,2,3
Utah,2017,2,5.2
Michigan,2017,2,0.8
New Mexico,2017,2,0.8
Minnesota,2017,2,1.1
Ohio,2017,2,1
Tennessee,2017,2,1.6
Georgia,2017,3,2.4
Colorado,2017,3,2.9
Oregon,2017,3,8.3
Maryland,2017,3,2.6
Connecticut,2017,3,6.8
New York - Albany,2017,3,3.6
California,2017,3,7.4
New York - Rochester,2017,3,4.1
Utah,2017,3,3.9
Michigan,2017,3,1.6
New Mexico,2017,3,0.9
Minnesota,2017,3,2.6
Ohio,2017,3,1.8
Tennessee,2017,3,2.2
Georgia,2017,4,1.4
Colorado,2017,4,3.1
Oregon,2017,4,4.7
Maryland,2017,4,3.9
Connecticut,2017,4,6.4
New York - Albany,2017,4,3.5
California,2017,4,4.9
New York - Rochester,2017,4,3.9
Utah,2017,4,2.8
Michigan,2017,4,2
New Mexico,2017,4,1.6
Minnesota,2017,4,3.7
Ohio,2017,4,1.9
Tennessee,2017,4,2
Georgia,2017,5,1.6
Colorado,2017,5,4
Oregon,2017,5,5
Maryland,2017,5,4.2
Connecticut,2017,5,7.6
New York - Albany,2017,5,4.1
California,2017,5,4.8
New York - Rochester,2017,5,4.8
Utah,2017,5,3.3
Michigan,2017,5,1.6
New Mexico,2017,5,2.2
Minnesota,2017,5,3.8
Ohio,2017,5,3
Tennessee,2017,5,2.2
Georgia,2017,6,3.1
Colorado,2017,6,4
Minnesota,2017,6,5.3
Oregon,2017,6,5.1
Maryland,2017,6,6.7
Connecticut,2017,6,8.2
New York - Albany,2017,6,6.1
California,2017,6,3.2
New York - Rochester,2017,6,5.9
Utah,2017,6,2
Michigan,2017,6,3.2
New Mexico,2017,6,2.7
Ohio,2017,6,4.6
Tennessee,2017,6,3.9
Georgia,2017,7,3.7
Colorado,2017,7,5.2
Oregon,2017,7,1.6
Maryland,2017,7,8
Connecticut,2017,7,9
New York - Albany,2017,7,6.3
California,2017,7,1.9
New York - Rochester,2017,7,8.9
Utah,2017,7,1.8
Michigan,2017,7,5.2
New Mexico,2017,7,3.1
Minnesota,2017,7,6.9
Ohio,2017,7,5.4
Tennessee,2017,7,4.1
Georgia,2017,8,4
Colorado,2017,8,4.1
Minnesota,2017,8,6.2
Oregon,2017,8,1.7
Maryland,2017,8,10.7
Connecticut,2017,8,9
New York - Albany,2017,8,7
California,2017,8,1.5
New York - Rochester,2017,8,9.3
Utah,2017,8,1.5
Michigan,2017,8,7.7
New Mexico,2017,8,2.9
Ohio,2017,8,6.3
Tennessee,2017,8,3.8
Georgia,2017,9,1.5
Colorado,2017,9,3.9
Minnesota,2017,9,4.2
Oregon,2017,9,1
Maryland,2017,9,5.6
Connecticut,2017,9,4.6
New York - Albany,2017,9,4.6
California,2017,9,1.3
New York - Rochester,2017,9,4.1
Utah,2017,9,0.8
Michigan,2017,9,3.9
New Mexico,2017,9,2.8
Ohio,2017,9,4.1
Tennessee,2017,9,2.9
Georgia,2017,10,2
Colorado,2017,10,3.6
Minnesota,2017,10,4.2
Oregon,2017,10,0.8
Maryland,2017,10,4.1
Connecticut,2017,10,3.7
New York - Albany,2017,10,2.9
California,2017,10,1.2
New York - Rochester,2017,10,3.1
Utah,2017,10,0.8
Michigan,2017,10,3.2
New Mexico,2017,10,3.1
Ohio,2017,10,3.7
Tennessee,2017,10,2.5
Georgia,2017,11,2.1
Colorado,2017,11,3.3
Minnesota,2017,11,4.6
Oregon,2017,11,0.7
Maryland,2017,11,3.8
Connecticut,2017,11,3.6
New York - Albany,2017,11,1.7
California,2017,11,0.6
New York - Rochester,2017,11,2.6
Utah,2017,11,1.3
Michigan,2017,11,4.2
New Mexico,2017,11,2.5
Ohio,2017,11,3.5
Tennessee,2017,11,2.6
Georgia,2017,12,2.3
Colorado,2017,12,2.4
Minnesota,2017,12,5.6
Oregon,2017,12,0.8
Maryland,2017,12,4.7
Connecticut,2017,12,3.2
New York - Albany,2017,12,3.2
California,2017,12,0.7
New York - Rochester,2017,12,2.6
Utah,2017,12,0.6
Michigan,2017,12,5.2
New Mexico,2017,12,1
Ohio,2017,12,4.5
Tennessee,2017,12,3.1
Georgia,2017,13,1.8
Colorado,2017,13,2.5
Minnesota,2017,13,5.6
Oregon,2017,13,1.2
Maryland,2017,13,5.5
Connecticut,2017,13,2.2
New York - Albany,2017,13,2.9
California,2017,13,0.7
New York - Rochester,2017,13,2.6
Utah,2017,13,0.7
Michigan,2017,13,3.4
New Mexico,2017,13,1.3
Ohio,2017,13,3.2
Tennessee,2017,13,2.2
Georgia,2017,14,1.1
Colorado,2017,14,1.6
Minnesota,2017,14,3.4
Oregon,2017,14,0.4
Maryland,2017,14,3.3
Connecticut,2017,14,4.7
New York - Albany,2017,14,2.3
California,2017,14,0.8
New York - Rochester,2017,14,2.2
Utah,2017,14,0.9
Michigan,2017,14,3
New Mexico,2017,14,0.5
Ohio,2017,14,2.2
Tennessee,2017,14,1.8
Georgia,2017,15,0.5
Colorado,2017,15,1.2
Minnesota,2017,15,2.6
Oregon,2017,15,0.8
Maryland,2017,15,1.9
Connecticut,2017,15,2.8
New York - Albany,2017,15,2
California,2017,15,0.5
New York - Rochester,2017,15,2.7
Utah,2017,15,0.7
Michigan,2017,15,2.2
New Mexico,2017,15,0.9
Ohio,2017,15,1.2
Tennessee,2017,15,0.8
Georgia,2017,16,0.3
Colorado,2017,16,1.1
Minnesota,2017,16,1.3
Oregon,2017,16,0.5
Maryland,2017,16,1.3
Connecticut,2017,16,2.7
New York - Albany,2017,16,1.5
California,2017,16,0.5
New York - Rochester,2017,16,1.4
Utah,2017,16,0.7
Michigan,2017,16,0.8
New Mexico,2017,16,0.8
Ohio,2017,16,0.8
Tennessee,2017,16,0.9
Georgia,2017,17,0.2
Colorado,2017,17,0.8
Minnesota,2017,17,0.8
Oregon,2017,17,0.7
Maryland,2017,17,0.5
Connecticut,2017,17,1.2
New York - Albany,2017,17,0.8
California,2017,17,0.6
New York - Rochester,2017,17,1.2
Utah,2017,17,0.3
Michigan,2017,17,0.2
New Mexico,2017,17,0.2
Ohio,2017,17,1.1
Tennessee,2017,17,0.3
Georgia,2017,40,0.1
Colorado,2017,40,0.1
Minnesota,2017,40,0
Oregon,2017,40,0.1
Maryland,2017,40,0.3
Connecticut,2017,40,0.1
New York - Albany,2017,40,0
California,2017,40,0.2
New York - Rochester,2017,40,0.3
Utah,2017,40,0.5
Michigan,2017,40,0.1
New Mexico,2017,40,0.1
Ohio,2017,40,0
Tennessee,2017,40,0
Georgia,2017,41,0.1
Colorado,2017,41,0.1
Minnesota,2017,41,0
Oregon,2017,41,0.2
Maryland,2017,41,0.2
Connecticut,2017,41,0
New York - Albany,2017,41,0.1
California,2017,41,0.1
New York - Rochester,2017,41,0
Utah,2017,41,0
Michigan,2017,41,0.1
New Mexico,2017,41,0.2
Ohio,2017,41,0.2
Tennessee,2017,41,0.1
Georgia,2017,42,0.2
Colorado,2017,42,0.4
Minnesota,2017,42,0.2
Oregon,2017,42,0.1
Maryland,2017,42,0.2
Connecticut,2017,42,0.1
New York - Albany,2017,42,0.1
California,2017,42,0.5
New York - Rochester,2017,42,0.1
Utah,2017,42,0.4
Michigan,2017,42,0
New Mexico,2017,42,0.5
Ohio,2017,42,0.1
Tennessee,2017,42,0.1
Georgia,2017,43,0
Colorado,2017,43,0.3
Minnesota,2017,43,0.2
Oregon,2017,43,0.3
Maryland,2017,43,0.4
Connecticut,2017,43,0.1
New York - Albany,2017,43,0.1
California,2017,43,0.6
New York - Rochester,2017,43,0.1
Utah,2017,43,0
Michigan,2017,43,0.1
New Mexico,2017,43,0.2
Ohio,2017,43,0
Tennessee,2017,43,0.2
Georgia,2017,44,0.2
Colorado,2017,44,0.7
Minnesota,2017,44,0.1
Oregon,2017,44,0.3
Maryland,2017,44,0.3
Connecticut,2017,44,0.2
New York - Albany,2017,44,0.1
California,2017,44,0.4
New York - Rochester,2017,44,0
Utah,2017,44,0.5
Michigan,2017,44,0
New Mexico,2017,44,0.4
Ohio,2017,44,0
Tennessee,2017,44,0.5
Georgia,2017,45,0.2
Colorado,2017,45,0.7
Minnesota,2017,45,0.3
Oregon,2017,45,0.8
Maryland,2017,45,0.1
Connecticut,2017,45,0.2
New York - Albany,2017,45,0.1
California,2017,45,0.6
New York - Rochester,2017,45,0
Utah,2017,45,0.5
Michigan,2017,45,0.2
New Mexico,2017,45,0.5
Ohio,2017,45,0.1
Tennessee,2017,45,0.3
Georgia,2017,46,0.1
Colorado,2017,46,1.1
Minnesota,2017,46,0.4
Oregon,2017,46,0.6
Maryland,2017,46,0.2
Connecticut,2017,46,0.2
New York - Albany,2017,46,0.4
California,2017,46,0.6
New York - Rochester,2017,46,0.3
Utah,2017,46,0.6
Michigan,2017,46,0.2
New Mexico,2017,46,0.9
Ohio,2017,46,0.1
Tennessee,2017,46,0.5
Georgia,2017,47,0.4
Colorado,2017,47,2.2
Minnesota,2017,47,0.9
Oregon,2017,47,1
Maryland,2017,47,0.3
Connecticut,2017,47,0.3
New York - Albany,2017,47,0.2
California,2017,47,0.9
New York - Rochester,2017,47,0.4
Utah,2017,47,0.4
Michigan,2017,47,0.5
New Mexico,2017,47,1.2
Ohio,2017,47,0.2
Tennessee,2017,47,0.5
Georgia,2017,48,0.5
Colorado,2017,48,2.9
Minnesota,2017,48,1.3
Oregon,2017,48,1.5
Maryland,2017,48,0.6
Connecticut,2017,48,0.1
New York - Albany,2017,48,1.4
California,2017,48,0.7
New York - Rochester,2017,48,0.8
Utah,2017,48,0.6
Michigan,2017,48,0.9
New Mexico,2017,48,2.5
Ohio,2017,48,0.7
Tennessee,2017,48,1.4
Georgia,2017,49,0.6
Colorado,2017,49,2.7
Minnesota,2017,49,1.8
Oregon,2017,49,2.4
Maryland,2017,49,1.2
Connecticut,2017,49,0.7
New York - Albany,2017,49,1.3
California,2017,49,1
New York - Rochester,2017,49,1.4
Utah,2017,49,0.8
Michigan,2017,49,0.8
New Mexico,2017,49,1.5
Ohio,2017,49,1
Tennessee,2017,49,1.4
Georgia,2017,50,0.6
Colorado,2017,50,2.8
Minnesota,2017,50,2.7
Oregon,2017,50,4.9
Maryland,2017,50,1.4
Connecticut,2017,50,1.7
New York - Albany,2017,50,2.2
California,2017,50,2.2
New York - Rochester,2017,50,3.4
Utah,2017,50,2
Michigan,2017,50,1.5
New Mexico,2017,50,3.5
Ohio,2017,50,2.2
Tennessee,2017,50,3.1
Georgia,2017,51,2.1
Colorado,2017,51,5
Minnesota,2017,51,5.1
Oregon,2017,51,8.3
Maryland,2017,51,2.2
Connecticut,2017,51,2.2
New York - Albany,2017,51,3.7
California,2017,51,5.8
New York - Rochester,2017,51,7.1
Utah,2017,51,3.9
Michigan,2017,51,2.7
New Mexico,2017,51,5.3
Ohio,2017,51,4.5
Tennessee,2017,51,7.2
Georgia,2017,52,3.1
Colorado,2017,52,7.4
Minnesota,2017,52,11.7
Oregon,2017,52,11.5
Maryland,2017,52,3.7
Connecticut,2017,52,3.2
New York - Albany,2017,52,6.7
California,2017,52,15.4
New York - Rochester,2017,52,8
Utah,2017,52,8.3
Michigan,2017,52,6.2
New Mexico,2017,52,7
Ohio,2017,52,8.2
Tennessee,2017,52,7.5
Georgia,2018,1,5.5
New York - Albany,2018,1,8.9
Colorado,2018,1,7.2
Minnesota,2018,1,12.6
Oregon,2018,1,11.1
Maryland,2018,1,5.9
Connecticut,2018,1,7.2
California,2018,1,20.4
New York - Rochester,2018,1,12
Utah,2018,1,10.3
Michigan,2018,1,8.5
New Mexico,2018,1,8.9
Ohio,2018,1,9.5
Tennessee,2018,1,8.1
Georgia,2018,2,9.1
New York - Albany,2018,2,8.5
Colorado,2018,2,5.8
Minnesota,2018,2,10.7
Oregon,2018,2,9.5
Maryland,2018,2,6.1
Connecticut,2018,2,8.7
California,2018,2,12.4
New York - Rochester,2018,2,13.1
Utah,2018,2,8.8
Michigan,2018,2,10.9
New Mexico,2018,2,10.4
Ohio,2018,2,11.1
Tennessee,2018,2,10.3
Georgia,2018,3,9.3
New York - Albany,2018,3,9
Colorado,2018,3,5.2
Minnesota,2018,3,11.7
Oregon,2018,3,6.1
Maryland,2018,3,7
Connecticut,2018,3,10.8
California,2018,3,9.2
New York - Rochester,2018,3,11.2
Utah,2018,3,6.7
Michigan,2018,3,10.2
New Mexico,2018,3,7.4
Ohio,2018,3,8.9
Tennessee,2018,3,8.2
Georgia,2018,4,9.5
New York - Albany,2018,4,12.1
Colorado,2018,4,4.9
Minnesota,2018,4,9.1
Oregon,2018,4,4.4
Maryland,2018,4,9.4
Connecticut,2018,4,14.1
California,2018,4,6.3
New York - Rochester,2018,4,15.3
Utah,2018,4,5.8
Michigan,2018,4,12.2
New Mexico,2018,4,5.1
Ohio,2018,4,7
Tennessee,2018,4,8.2
Georgia,2018,5,10.1
New York - Albany,2018,5,11.7
Colorado,2018,5,4.8
Minnesota,2018,5,8.2
Oregon,2018,5,3.3
Maryland,2018,5,9.7
Connecticut,2018,5,11.5
California,2018,5,4.9
New York - Rochester,2018,5,14.1
Utah,2018,5,5.1
Michigan,2018,5,9.1
New Mexico,2018,5,5.9
Ohio,2018,5,5.9
Tennessee,2018,5,6.2
Georgia,2018,6,8.6
New York - Albany,2018,6,10.2
Colorado,2018,6,4
Minnesota,2018,6,7.4
Oregon,2018,6,1.9
Maryland,2018,6,10
Connecticut,2018,6,11.3
California,2018,6,3.5
New York - Rochester,2018,6,12.4
Utah,2018,6,5.1
Michigan,2018,6,9
New Mexico,2018,6,4.9
Ohio,2018,6,5.7
Tennessee,2018,6,6.6
Georgia,2018,7,6
New York - Albany,2018,7,10.7
Colorado,2018,7,3.8
Minnesota,2018,7,6.9
Oregon,2018,7,1.8
Maryland,2018,7,9.2
Connecticut,2018,7,10.4
California,2018,7,3.2
New York - Rochester,2018,7,11.7
Utah,2018,7,4.8
Michigan,2018,7,6.7
New Mexico,2018,7,4.7
Ohio,2018,7,5.8
Tennessee,2018,7,7
Georgia,2018,8,2.4
New York - Albany,2018,8,10
Colorado,2018,8,3
Minnesota,2018,8,6.2
Oregon,2018,8,2.2
Maryland,2018,8,8.5
Connecticut,2018,8,8.9
California,2018,8,3.5
New York - Rochester,2018,8,9.2
Utah,2018,8,4.1
Michigan,2018,8,6.4
New Mexico,2018,8,2.9
Ohio,2018,8,6
Tennessee,2018,8,5.4
Georgia,2018,9,0.6
New York - Albany,2018,9,5.6
Colorado,2018,9,2.8
Minnesota,2018,9,3.6
Oregon,2018,9,1.5
Maryland,2018,9,4.5
Connecticut,2018,9,6.2
California,2018,9,4.9
New York - Rochester,2018,9,7.9
Utah,2018,9,3.5
Michigan,2018,9,5.8
New Mexico,2018,9,2.5
Ohio,2018,9,3
Tennessee,2018,9,2.3
Georgia,2018,10,0.6
New York - Albany,2018,10,3.8
Colorado,2018,10,2.7
Minnesota,2018,10,2.2
Oregon,2018,10,2.3
Maryland,2018,10,3.1
Connecticut,2018,10,4.1
California,2018,10,5.3
New York - Rochester,2018,10,5.4
Utah,2018,10,1.8
Michigan,2018,10,4.5
New Mexico,2018,10,1.6
Ohio,2018,10,1.8
Tennessee,2018,10,1.6
Georgia,2018,11,0.9
New York - Albany,2018,11,3.5
Colorado,2018,11,1.8
Minnesota,2018,11,2.4
Oregon,2018,11,1.9
Maryland,2018,11,3.3
Connecticut,2018,11,4.1
California,2018,11,4.6
New York - Rochester,2018,11,5.8
Utah,2018,11,3.1
Michigan,2018,11,4.8
New Mexico,2018,11,1
Ohio,2018,11,2.4
Tennessee,2018,11,1.8
Georgia,2018,12,0.7
New York - Albany,2018,12,2.7
Colorado,2018,12,1.7
Minnesota,2018,12,1.5
Oregon,2018,12,1.6
Maryland,2018,12,2.9
Connecticut,2018,12,2.9
California,2018,12,2.4
New York - Rochester,2018,12,5.5
Utah,2018,12,1.9
Michigan,2018,12,5.8
New Mexico,2018,12,0.8
Ohio,2018,12,2.9
Tennessee,2018,12,2
Georgia,2018,13,0.6
New York - Albany,2018,13,3.4
Colorado,2018,13,1.3
Minnesota,2018,13,1.6
Oregon,2018,13,1.5
Maryland,2018,13,3.2
Connecticut,2018,13,2.7
California,2018,13,2
New York - Rochester,2018,13,7.7
Utah,2018,13,0.8
Michigan,2018,13,5.9
New Mexico,2018,13,0.4
Ohio,2018,13,3.5
Tennessee,2018,13,1.3
Georgia,2018,14,0.3
New York - Albany,2018,14,2.8
Colorado,2018,14,1.2
Minnesota,2018,14,1.6
Oregon,2018,14,1.3
Maryland,2018,14,2.7
Connecticut,2018,14,3.2
California,2018,14,1.4
New York - Rochester,2018,14,7.3
Utah,2018,14,0.7
Michigan,2018,14,4.9
New Mexico,2018,14,0.2
Ohio,2018,14,2.9
Tennessee,2018,14,0.6
Georgia,2018,15,0.2
New York - Albany,2018,15,1.8
Colorado,2018,15,0.7
Minnesota,2018,15,1.3
Oregon,2018,15,1
Maryland,2018,15,1.7
Connecticut,2018,15,2.2
California,2018,15,1.1
New York - Rochester,2018,15,4.6
Utah,2018,15,0.5
Michigan,2018,15,5.1
New Mexico,2018,15,0.4
Ohio,2018,15,1.4
Tennessee,2018,15,0.6
Georgia,2018,16,0.2
New York - Albany,2018,16,1.4
Colorado,2018,16,0.7
Minnesota,2018,16,0.9
Oregon,2018,16,0.4
Maryland,2018,16,2
Connecticut,2018,16,1.2
California,2018,16,0.6
New York - Rochester,2018,16,4.3
Utah,2018,16,0.3
Michigan,2018,16,2.8
New Mexico,2018,16,0.2
Ohio,2018,16,1.1
Tennessee,2018,16,0.6
Georgia,2018,17,0.1
New York - Albany,2018,17,2.3
Colorado,2018,17,0.8
Minnesota,2018,17,1
Oregon,2018,17,0.2
Maryland,2018,17,1
Connecticut,2018,17,2.2
California,2018,17,0.8
New York - Rochester,2018,17,3.5
Utah,2018,17,0.3
Michigan,2018,17,2.9
New Mexico,2018,17,0.6
Ohio,2018,17,0.7
Tennessee,2018,17,0.5
Georgia,2018,40,0
New York - Albany,2018,40,0
Colorado,2018,40,0
Minnesota,2018,40,0.1
Oregon,2018,40,0
Maryland,2018,40,0
Connecticut,2018,40,0.1
California,2018,40,0.2
New York - Rochester,2018,40,0
Utah,2018,40,0
Michigan,2018,40,0
New Mexico,2018,40,0.2
Ohio,2018,40,0
Tennessee,2018,40,0.2
Georgia,2018,41,0.1
New York - Albany,2018,41,0
Colorado,2018,41,0.1
Minnesota,2018,41,0.1
Oregon,2018,41,0.1
Maryland,2018,41,0.1
Connecticut,2018,41,0.2
California,2018,41,0.2
New York - Rochester,2018,41,0
Utah,2018,41,0.1
Michigan,2018,41,0
New Mexico,2018,41,0.2
Ohio,2018,41,0.1
Tennessee,2018,41,0.1
Georgia,2018,42,0.1
New York - Albany,2018,42,0
Colorado,2018,42,0.2
Minnesota,2018,42,0.2
Oregon,2018,42,0.1
Maryland,2018,42,0.1
Connecticut,2018,42,0
California,2018,42,0.2
New York - Rochester,2018,42,0.1
Utah,2018,42,0
Michigan,2018,42,0
New Mexico,2018,42,0.4
Ohio,2018,42,0
Tennessee,2018,42,0
Georgia,2018,43,0.1
New York - Albany,2018,43,0
Colorado,2018,43,0
Minnesota,2018,43,0.1
Oregon,2018,43,0.1
Maryland,2018,43,0
Connecticut,2018,43,0.1
California,2018,43,0.2
New York - Rochester,2018,43,0
Utah,2018,43,0.1
Michigan,2018,43,0.1
New Mexico,2018,43,0.2
Ohio,2018,43,0
Tennessee,2018,43,0.3
Georgia,2018,44,0.3
New York - Albany,2018,44,0.1
Colorado,2018,44,0.2
Minnesota,2018,44,0.1
Oregon,2018,44,0.2
Maryland,2018,44,0.1
Connecticut,2018,44,0.3
California,2018,44,0.1
New York - Rochester,2018,44,0
Utah,2018,44,0.1
Michigan,2018,44,0.2
New Mexico,2018,44,0.2
Ohio,2018,44,0
Tennessee,2018,44,0.2
Georgia,2018,45,0.5
New York - Albany,2018,45,0.1
Colorado,2018,45,0.1
Minnesota,2018,45,0.2
Oregon,2018,45,0.2
Maryland,2018,45,0.1
Connecticut,2018,45,0
California,2018,45,0.2
New York - Rochester,2018,45,0
Utah,2018,45,0.1
Michigan,2018,45,0.1
New Mexico,2018,45,0.2
Ohio,2018,45,0
Tennessee,2018,45,0.3
Georgia,2018,46,0.7
New York - Albany,2018,46,0
Colorado,2018,46,0.2
Minnesota,2018,46,0
Oregon,2018,46,0.3
Maryland,2018,46,0.2
Connecticut,2018,46,0.1
California,2018,46,0.2
New York - Rochester,2018,46,0.1
Utah,2018,46,0.2
Michigan,2018,46,0.6
New Mexico,2018,46,0.1
Ohio,2018,46,0
Tennessee,2018,46,0.3
Georgia,2018,47,0.8
New York - Albany,2018,47,0.1
Colorado,2018,47,0.4
Minnesota,2018,47,0.1
Oregon,2018,47,0.2
Maryland,2018,47,0.1
Connecticut,2018,47,0.2
California,2018,47,0.4
New York - Rochester,2018,47,0.2
Utah,2018,47,0.3
Michigan,2018,47,0.6
New Mexico,2018,47,0.2
Ohio,2018,47,0.2
Tennessee,2018,47,0.2
Georgia,2018,48,1.1
New York - Albany,2018,48,0.3
Colorado,2018,48,0.8
Minnesota,2018,48,0.2
Oregon,2018,48,0.3
Maryland,2018,48,0.4
Connecticut,2018,48,0.2
California,2018,48,0.7
New York - Rochester,2018,48,0.3
Utah,2018,48,0
Michigan,2018,48,0.8
New Mexico,2018,48,0.8
Ohio,2018,48,0.2
Tennessee,2018,48,0.4
Georgia,2018,49,1.5
New York - Albany,2018,49,0.8
Colorado,2018,49,1.9
Minnesota,2018,49,0.3
Oregon,2018,49,0.1
Maryland,2018,49,0.3
Connecticut,2018,49,0.2
California,2018,49,0.4
New York - Rochester,2018,49,0.2
Utah,2018,49,0.3
Michigan,2018,49,0.4
New Mexico,2018,49,0.9
Ohio,2018,49,0.1
Tennessee,2018,49,0.5
Georgia,2018,50,2.9
New York - Albany,2018,50,1.5
Colorado,2018,50,2.9
Minnesota,2018,50,0.2
Oregon,2018,50,0.6
Maryland,2018,50,0.4
Connecticut,2018,50,0.9
California,2018,50,0.7
New York - Rochester,2018,50,0.2
Utah,2018,50,0.4
Michigan,2018,50,1.2
New Mexico,2018,50,1.9
Ohio,2018,50,0.2
Tennessee,2018,50,0.8
Georgia,2018,51,4.2
New York - Albany,2018,51,1.3
Colorado,2018,51,4.9
Minnesota,2018,51,0.5
Oregon,2018,51,0.1
Maryland,2018,51,0.5
Connecticut,2018,51,2.1
California,2018,51,1.4
New York - Rochester,2018,51,0.4
Utah,2018,51,0.8
Michigan,2018,51,1.6
New Mexico,2018,51,3.8
Ohio,2018,51,0.6
Tennessee,2018,51,1.4
Georgia,2018,52,4.8
New York - Albany,2018,52,2.9
Colorado,2018,52,6.5
Minnesota,2018,52,0.9
Oregon,2018,52,0.8
Maryland,2018,52,0.8
Connecticut,2018,52,4.2
California,2018,52,1.8
New York - Rochester,2018,52,1.3
Utah,2018,52,1.6
Michigan,2018,52,2.3
New Mexico,2018,52,7.2
Ohio,2018,52,1.2
Tennessee,2018,52,3.4
Georgia,2019,1,3.4
New York - Albany,2019,1,3.3
Colorado,2019,1,5.8
Minnesota,2019,1,0.9
Oregon,2019,1,1.4
Maryland,2019,1,1.4
Connecticut,2019,1,4.7
California,2019,1,3.7
New York - Rochester,2019,1,2.2
Utah,2019,1,2.4
Michigan,2019,1,2.3
New Mexico,2019,1,6.4
Ohio,2019,1,0.8
Tennessee,2019,1,4
Georgia,2019,2,1.1
New York - Albany,2019,2,3
Colorado,2019,2,4.3
Minnesota,2019,2,1.1
Oregon,2019,2,1.2
Maryland,2019,2,1.4
Connecticut,2019,2,4.5
California,2019,2,3.7
New York - Rochester,2019,2,3.2
Utah,2019,2,3.2
Michigan,2019,2,2
New Mexico,2019,2,6.9
Ohio,2019,2,1.1
Tennessee,2019,2,2
Georgia,2019,3,1.2
New York - Albany,2019,3,3.2
Colorado,2019,3,2.5
Minnesota,2019,3,0.7
Oregon,2019,3,0.9
Maryland,2019,3,1.4
Connecticut,2019,3,4.9
California,2019,3,2.7
New York - Rochester,2019,3,3.1
Utah,2019,3,4.2
Michigan,2019,3,3.1
New Mexico,2019,3,4.7
Ohio,2019,3,1.1
Tennessee,2019,3,1.3
Georgia,2019,4,1.1
New York - Albany,2019,4,4
Colorado,2019,4,2.3
Minnesota,2019,4,1.3
Oregon,2019,4,1.9
Maryland,2019,4,1.9
Connecticut,2019,4,4.7
California,2019,4,2.2
New York - Rochester,2019,4,3.2
Utah,2019,4,5
Michigan,2019,4,3.2
New Mexico,2019,4,4.2
Ohio,2019,4,1.1
Tennessee,2019,4,2.5
Georgia,2019,5,1.2
New York - Albany,2019,5,4.9
Colorado,2019,5,1.9
Minnesota,2019,5,2
Oregon,2019,5,2.2
Maryland,2019,5,3.2
Connecticut,2019,5,8
California,2019,5,2.6
New York - Rochester,2019,5,5.1
Utah,2019,5,5.4
Michigan,2019,5,3.5
New Mexico,2019,5,3.9
Ohio,2019,5,2
Tennessee,2019,5,3.4
Georgia,2019,6,1.7
New York - Albany,2019,6,6.4
Colorado,2019,6,2.4
Minnesota,2019,6,1.8
Oregon,2019,6,3.4
Maryland,2019,6,4.5
Connecticut,2019,6,8.7
California,2019,6,2.3
New York - Rochester,2019,6,6.7
Utah,2019,6,5.6
Michigan,2019,6,2.2
New Mexico,2019,6,4.7
Ohio,2019,6,1.9
Tennessee,2019,6,5.3
Georgia,2019,7,1.8
