CATCHMENT,NETWORK,YEAR,YEAR,WEEK,AGE CATEGORY,SEX CATEGORY,RACE CATEGORY,VIRUS TYPE CATEGORY,CUMULATIVE RATE,WEEKLY RATE,AGE ADJUSTED CUMULATIVE RATE,AGE ADJUSTED WEEKLY RATE 
Utah,IHSP,2024-25,2024,49,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,49,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,49,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,49,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,50,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,51,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2024,52,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,1,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,2,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,3,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,4,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,5,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,6,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,7,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,8,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,9,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,10,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,11,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,12,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,13,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,14,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,15,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,16,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Rochester,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
New York - Albany,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
New Mexico,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
Minnesota,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
Georgia,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
Connecticut,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
Michigan,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
Maryland,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
Colorado,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
North Carolina,IHSP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
Oregon,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
Ohio,IHSP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
Utah,IHSP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
Tennessee,EIP,2024-25,2025,17,>= 75,Overall,Overall,Overall,null,null,null,null
California,EIP,2024-25,2024,40,5-11  yr,Overall,Overall,Overall,0,0,null,null
Colorado,EIP,2024-25,2024,40,5-11  yr,Overall,Overall,Overall,0,0,null,null
Connecticut,EIP,2024-25,2024,40,5-11  yr,Overall,Overall,Overall,0,0,null,null
Georgia,EIP,2024-25,2024,40,5-11  yr,Overall,Overall,Overall,0,0,null,null
Maryland,EIP,2024-25,2024,40,5-11  yr,Overall,Overall,Overall,0,0,null,null
New Mexico,EIP,2024-25,2024,40,5-11  yr,Overall,Overall,Overall,0,0,null,null
